date,portfolio_value,cash,positions
2022-01-03,999927.7030276714,1019582.5895842968,"{'A': {'quantity': -3.0, 'entry_price': 152.62591552734375}, 'AAPL': {'quantity': -2.0, 'entry_price': 178.6456298828125}, 'ABBV': {'quantity': -4.0, 'entry_price': 118.63706970214844}, 'ABNB': {'quantity': -2.0, 'entry_price': 172.67999267578125}, 'ABT': {'quantity': -3.0, 'entry_price': 130.15133666992188}, 'ACGL': {'quantity': -11.0, 'entry_price': 42.36252975463867}, 'ACN': {'quantity': -1.0, 'entry_price': 385.6309814453125}, 'ADI': {'quantity': -3.0, 'entry_price': 166.27957153320312}, 'ADM': {'quantity': -8.0, 'entry_price': 61.52281951904297}, 'ADSK': {'quantity': -1.0, 'entry_price': 283.7200012207031}, 'AEE': {'quantity': -6.0, 'entry_price': 79.6864242553711}, 'AEP': {'quantity': -6.0, 'entry_price': 77.67205810546875}, 'AES': {'quantity': -23.0, 'entry_price': 21.327077865600586}, 'AFL': {'quantity': -9.0, 'entry_price': 53.72379684448242}, 'AIG': {'quantity': -9.0, 'entry_price': 53.06424331665039}, 'AIZ': {'quantity': -3.0, 'entry_price': 146.96249389648438}, 'AJG': {'quantity': -3.0, 'entry_price': 161.00270080566406}, 'AKAM': {'quantity': -4.0, 'entry_price': 117.51000213623047}, 'ALB': {'quantity': -2.0, 'entry_price': 226.7800750732422}, 'ALL': {'quantity': -4.0, 'entry_price': 108.39791107177734}, 'ALLE': {'quantity': -4.0, 'entry_price': 122.9892807006836}, 'AMAT': {'quantity': -3.0, 'entry_price': 154.990234375}, 'AMCR': {'quantity': -48.0, 'entry_price': 10.207474708557129}, 'AMD': {'quantity': -3.0, 'entry_price': 150.24000549316406}, 'AME': {'quantity': -3.0, 'entry_price': 140.36199951171875}, 'AMGN': {'quantity': -2.0, 'entry_price': 202.71482849121094}, 'AMP': {'quantity': -1.0, 'entry_price': 288.6051025390625}, 'AMT': {'quantity': -1.0, 'entry_price': 256.8660583496094}, 'AMZN': {'quantity': -2.0, 'entry_price': 170.4044952392578}, 'ANET': {'quantity': -14.0, 'entry_price': 35.560001373291016}, 'ANSS': {'quantity': -1.0, 'entry_price': 395.489990234375}, 'AON': {'quantity': -1.0, 'entry_price': 286.4574890136719}, 'AOS': {'quantity': -6.0, 'entry_price': 78.46659851074219}, 'APA': {'quantity': -19.0, 'entry_price': 25.357059478759766}, 'APD': {'quantity': -1.0, 'entry_price': 270.6703796386719}, 'APH': {'quantity': -11.0, 'entry_price': 41.80340576171875}, 'APO': {'quantity': -7.0, 'entry_price': 66.68681335449219}, 'APTV': {'quantity': 3.0, 'entry_price': 166.02999877929688}, 'ARE': {'quantity': -2.0, 'entry_price': 188.79989624023438}, 'ATO': {'quantity': -5.0, 'entry_price': 96.12745666503906}, 'AWK': {'quantity': -2.0, 'entry_price': 171.4060516357422}, 'AXP': {'quantity': -3.0, 'entry_price': 160.78684997558594}, 'GOOG': {'quantity': -3.0, 'entry_price': 144.2172393798828}, 'GOOGL': {'quantity': -3.0, 'entry_price': 144.1271209716797}, 'LNT': {'quantity': -9.0, 'entry_price': 54.10267639160156}, 'MMM': {'quantity': -3.0, 'entry_price': 128.6676788330078}, 'MO': {'quantity': -13.0, 'entry_price': 36.12289810180664}, 'T': {'quantity': -32.0, 'entry_price': 15.411717414855957}}"
2022-01-04,999778.44634249,1039201.0900573948,"{'A': {'quantity': -6.0, 'entry_price': 150.0460662841797}, 'AAPL': {'quantity': -4.0, 'entry_price': 177.5119857788086}, 'ABBV': {'quantity': -8.0, 'entry_price': 118.523193359375}, 'ABNB': {'quantity': -4.0, 'entry_price': 171.73999786376953}, 'ABT': {'quantity': -6.0, 'entry_price': 128.62087631225586}, 'ACGL': {'quantity': -22.0, 'entry_price': 42.63829040527344}, 'ACN': {'quantity': -2.0, 'entry_price': 384.2530975341797}, 'ADI': {'quantity': -6.0, 'entry_price': 165.5286636352539}, 'ADM': {'quantity': -15.0, 'entry_price': 62.055677286783855}, 'ADSK': {'quantity': -2.0, 'entry_price': 280.9550018310547}, 'AEE': {'quantity': -12.0, 'entry_price': 79.47502136230469}, 'AEP': {'quantity': -12.0, 'entry_price': 77.6895866394043}, 'AES': {'quantity': -46.0, 'entry_price': 21.357696533203125}, 'AFL': {'quantity': -18.0, 'entry_price': 54.60429000854492}, 'AIG': {'quantity': -18.0, 'entry_price': 53.808563232421875}, 'AIZ': {'quantity': -6.0, 'entry_price': 147.65372467041016}, 'AJG': {'quantity': -6.0, 'entry_price': 161.35034942626953}, 'AKAM': {'quantity': -8.0, 'entry_price': 117.22999954223633}, 'ALB': {'quantity': -4.0, 'entry_price': 229.61161041259766}, 'ALL': {'quantity': -8.0, 'entry_price': 109.70855712890625}, 'ALLE': {'quantity': -7.0, 'entry_price': 124.22797284807477}, 'AMAT': {'quantity': -6.0, 'entry_price': 154.22947692871094}, 'AMCR': {'quantity': -96.0, 'entry_price': 10.289099216461182}, 'AMD': {'quantity': -6.0, 'entry_price': 147.3300018310547}, 'AME': {'quantity': -6.0, 'entry_price': 141.54412841796875}, 'AMGN': {'quantity': -4.0, 'entry_price': 203.2290267944336}, 'AMP': {'quantity': -2.0, 'entry_price': 295.1595001220703}, 'AMT': {'quantity': -2.0, 'entry_price': 255.24705505371094}, 'AMZN': {'quantity': -4.0, 'entry_price': 168.96324920654297}, 'ANET': {'quantity': -28.0, 'entry_price': 35.11250114440918}, 'ANSS': {'quantity': -2.0, 'entry_price': 393.2949981689453}, 'AON': {'quantity': -2.0, 'entry_price': 286.9605712890625}, 'AOS': {'quantity': -12.0, 'entry_price': 79.1191635131836}, 'APA': {'quantity': -37.0, 'entry_price': 25.972531395989495}, 'APD': {'quantity': -2.0, 'entry_price': 272.32196044921875}, 'APH': {'quantity': -22.0, 'entry_price': 41.8686466217041}, 'APO': {'quantity': -14.0, 'entry_price': 67.63308715820312}, 'APTV': {'quantity': 5.0, 'entry_price': 168.502001953125}, 'ARE': {'quantity': -4.0, 'entry_price': 189.22505950927734}, 'ATO': {'quantity': -10.0, 'entry_price': 96.69958877563477}, 'AWK': {'quantity': -4.0, 'entry_price': 169.20923614501953}, 'AXP': {'quantity': -6.0, 'entry_price': 163.36770629882812}, 'GOOG': {'quantity': -6.0, 'entry_price': 143.89019012451172}, 'GOOGL': {'quantity': -6.0, 'entry_price': 143.8328857421875}, 'LNT': {'quantity': -18.0, 'entry_price': 54.04488563537598}, 'MMM': {'quantity': -6.0, 'entry_price': 129.5689468383789}, 'MO': {'quantity': -26.0, 'entry_price': 36.52200126647949}, 'T': {'quantity': -64.0, 'entry_price': 15.47535228729248}}"
2022-01-05,1000415.4852688061,1059481.6441862332,"{'A': {'quantity': -9.0, 'entry_price': 148.34405008951822}, 'AAPL': {'quantity': -6.0, 'entry_price': 175.5702158610026}, 'ABBV': {'quantity': -12.0, 'entry_price': 118.69255828857422}, 'ABNB': {'quantity': -7.0, 'entry_price': 167.672855922154}, 'ABT': {'quantity': -9.0, 'entry_price': 127.92037709554036}, 'ACGL': {'quantity': -33.0, 'entry_price': 42.562217712402344}, 'ACN': {'quantity': -3.0, 'entry_price': 381.5462341308594}, 'ADI': {'quantity': -9.0, 'entry_price': 164.43045552571616}, 'ADM': {'quantity': -23.0, 'entry_price': 62.097286721934445}, 'ADSK': {'quantity': -3.0, 'entry_price': 275.4100036621094}, 'AEE': {'quantity': -18.0, 'entry_price': 79.47052001953125}, 'AEP': {'quantity': -18.0, 'entry_price': 77.93502553304036}, 'AES': {'quantity': -70.0, 'entry_price': 21.032279532296318}, 'AFL': {'quantity': -27.0, 'entry_price': 54.8670539855957}, 'AIG': {'quantity': -27.0, 'entry_price': 53.80702336629232}, 'AIZ': {'quantity': -9.0, 'entry_price': 147.43584696451822}, 'AJG': {'quantity': -9.0, 'entry_price': 160.45540364583334}, 'AKAM': {'quantity': -12.0, 'entry_price': 116.64666748046875}, 'ALB': {'quantity': -6.0, 'entry_price': 228.33878580729166}, 'ALL': {'quantity': -12.0, 'entry_price': 110.1118392944336}, 'ALLE': {'quantity': -11.0, 'entry_price': 123.76025529341264}, 'AMAT': {'quantity': -9.0, 'entry_price': 152.48345947265625}, 'AMCR': {'quantity': -144.0, 'entry_price': 10.322036425272623}, 'AMD': {'quantity': -9.0, 'entry_price': 143.60333251953125}, 'AME': {'quantity': -9.0, 'entry_price': 141.07193501790366}, 'AMGN': {'quantity': -6.0, 'entry_price': 202.59561157226562}, 'AMP': {'quantity': -3.0, 'entry_price': 296.3515218098958}, 'AMT': {'quantity': -4.0, 'entry_price': 246.275390625}, 'AMZN': {'quantity': -7.0, 'entry_price': 166.9891401018415}, 'ANET': {'quantity': -43.0, 'entry_price': 34.47587230593659}, 'ANSS': {'quantity': -3.0, 'entry_price': 387.8433329264323}, 'AON': {'quantity': -3.0, 'entry_price': 286.71473185221356}, 'AOS': {'quantity': -18.0, 'entry_price': 78.89225769042969}, 'APA': {'quantity': -56.0, 'entry_price': 25.867953845432826}, 'APD': {'quantity': -3.0, 'entry_price': 274.3426208496094}, 'APH': {'quantity': -34.0, 'entry_price': 41.61023431665757}, 'APO': {'quantity': -21.0, 'entry_price': 66.71789296468098}, 'APTV': {'quantity': 7.0, 'entry_price': 168.4385724748884}, 'ARE': {'quantity': -6.0, 'entry_price': 185.31015014648438}, 'ATO': {'quantity': -15.0, 'entry_price': 96.99404398600261}, 'AWK': {'quantity': -7.0, 'entry_price': 167.74117824009485}, 'AXP': {'quantity': -9.0, 'entry_price': 163.6385294596354}, 'GOOG': {'quantity': -9.0, 'entry_price': 141.54015604654947}, 'GOOGL': {'quantity': -9.0, 'entry_price': 141.53980000813803}, 'LNT': {'quantity': -27.0, 'entry_price': 54.18566385904948}, 'MMM': {'quantity': -9.0, 'entry_price': 129.69080607096353}, 'MO': {'quantity': -39.0, 'entry_price': 36.55714670817057}, 'T': {'quantity': -95.0, 'entry_price': 15.608841715360942}}"
2022-01-06,1000412.5089768374,1079591.5193871462,"{'A': {'quantity': -12.0, 'entry_price': 147.61983108520508}, 'AAPL': {'quantity': -8.0, 'entry_price': 173.88283157348633}, 'ABBV': {'quantity': -16.0, 'entry_price': 118.63707160949707}, 'ABNB': {'quantity': -10.0, 'entry_price': 165.2959991455078}, 'ABT': {'quantity': -12.0, 'entry_price': 127.56545639038086}, 'ACGL': {'quantity': -44.0, 'entry_price': 42.5859899520874}, 'ACN': {'quantity': -4.0, 'entry_price': 375.6519088745117}, 'ADI': {'quantity': -12.0, 'entry_price': 164.01041412353516}, 'ADM': {'quantity': -30.0, 'entry_price': 62.24447199503581}, 'ADSK': {'quantity': -4.0, 'entry_price': 272.58499908447266}, 'AEE': {'quantity': -24.0, 'entry_price': 79.3715648651123}, 'AEP': {'quantity': -24.0, 'entry_price': 77.99419212341309}, 'AES': {'quantity': -94.0, 'entry_price': 20.852932706792306}, 'AFL': {'quantity': -35.0, 'entry_price': 55.22109451293945}, 'AIG': {'quantity': -36.0, 'entry_price': 54.03740882873535}, 'AIZ': {'quantity': -12.0, 'entry_price': 147.21406173706055}, 'AJG': {'quantity': -12.0, 'entry_price': 160.44010543823242}, 'AKAM': {'quantity': -16.0, 'entry_price': 115.45499992370605}, 'ALB': {'quantity': -8.0, 'entry_price': 227.16099166870117}, 'ALL': {'quantity': -16.0, 'entry_price': 110.62967681884766}, 'ALLE': {'quantity': -15.0, 'entry_price': 123.22760518391927}, 'AMAT': {'quantity': -12.0, 'entry_price': 152.24037170410156}, 'AMCR': {'quantity': -192.0, 'entry_price': 10.31702446937561}, 'AMD': {'quantity': -12.0, 'entry_price': 141.7599983215332}, 'AME': {'quantity': -12.0, 'entry_price': 141.25593185424805}, 'AMGN': {'quantity': -8.0, 'entry_price': 202.2856101989746}, 'AMP': {'quantity': -4.0, 'entry_price': 297.95772552490234}, 'AMT': {'quantity': -6.0, 'entry_price': 243.3805185953776}, 'AMZN': {'quantity': -10.0, 'entry_price': 165.86859741210938}, 'ANET': {'quantity': -58.0, 'entry_price': 34.13750003946239}, 'ANSS': {'quantity': -4.0, 'entry_price': 383.10250091552734}, 'AON': {'quantity': -4.0, 'entry_price': 285.9812545776367}, 'AOS': {'quantity': -24.0, 'entry_price': 78.91024780273438}, 'APA': {'quantity': -74.0, 'entry_price': 26.086589761682458}, 'APD': {'quantity': -4.0, 'entry_price': 273.9300994873047}, 'APH': {'quantity': -46.0, 'entry_price': 41.495469715284266}, 'APO': {'quantity': -28.0, 'entry_price': 66.25330352783203}, 'APTV': {'quantity': 9.0, 'entry_price': 169.70111083984375}, 'ARE': {'quantity': -8.0, 'entry_price': 184.03762435913086}, 'ATO': {'quantity': -20.0, 'entry_price': 96.95132827758789}, 'AWK': {'quantity': -10.0, 'entry_price': 166.37203521728514}, 'AXP': {'quantity': -12.0, 'entry_price': 164.1500587463379}, 'GOOG': {'quantity': -12.0, 'entry_price': 140.33966827392578}, 'GOOGL': {'quantity': -12.0, 'entry_price': 140.38642501831055}, 'LNT': {'quantity': -36.0, 'entry_price': 54.20048141479492}, 'MMM': {'quantity': -12.0, 'entry_price': 129.48208236694336}, 'MO': {'quantity': -52.0, 'entry_price': 36.68202495574951}, 'T': {'quantity': -126.0, 'entry_price': 15.661735103243874}}"
2022-01-07,1000413.8997691916,1099443.1422885703,"{'A': {'quantity': -15.0, 'entry_price': 146.41085815429688}, 'AAPL': {'quantity': -10.0, 'entry_price': 172.90377502441407}, 'ABBV': {'quantity': -20.0, 'entry_price': 118.5424591064453}, 'ABNB': {'quantity': -13.0, 'entry_price': 165.47000004695013}, 'ABT': {'quantity': -15.0, 'entry_price': 127.4311279296875}, 'ACGL': {'quantity': -55.0, 'entry_price': 42.64019088745117}, 'ACN': {'quantity': -5.0, 'entry_price': 370.7421508789063}, 'ADI': {'quantity': -15.0, 'entry_price': 162.90423278808595}, 'ADM': {'quantity': -37.0, 'entry_price': 62.437116777574694}, 'ADSK': {'quantity': -5.0, 'entry_price': 270.53200073242186}, 'AEE': {'quantity': -30.0, 'entry_price': 79.3733642578125}, 'AEP': {'quantity': -30.0, 'entry_price': 78.31370086669922}, 'AES': {'quantity': -118.0, 'entry_price': 20.721631195585605}, 'AFL': {'quantity': -43.0, 'entry_price': 55.60978370489076}, 'AIG': {'quantity': -44.0, 'entry_price': 54.42365004799583}, 'AIZ': {'quantity': -15.0, 'entry_price': 147.62832336425782}, 'AJG': {'quantity': -15.0, 'entry_price': 160.29186096191407}, 'AKAM': {'quantity': -20.0, 'entry_price': 114.47200012207031}, 'ALB': {'quantity': -10.0, 'entry_price': 226.96024475097656}, 'ALL': {'quantity': -20.0, 'entry_price': 111.59111633300782}, 'ALLE': {'quantity': -19.0, 'entry_price': 122.6309999164782}, 'AMAT': {'quantity': -15.0, 'entry_price': 151.0226806640625}, 'AMCR': {'quantity': -240.0, 'entry_price': 10.336356925964356}, 'AMD': {'quantity': -15.0, 'entry_price': 139.80799865722656}, 'AME': {'quantity': -15.0, 'entry_price': 140.82508544921876}, 'AMGN': {'quantity': -10.0, 'entry_price': 202.47876586914063}, 'AMP': {'quantity': -5.0, 'entry_price': 298.94611206054685}, 'AMT': {'quantity': -8.0, 'entry_price': 242.31203079223633}, 'AMZN': {'quantity': -13.0, 'entry_price': 165.10369051419772}, 'ANET': {'quantity': -73.0, 'entry_price': 33.774314880371094}, 'ANSS': {'quantity': -5.0, 'entry_price': 378.897998046875}, 'AON': {'quantity': -5.0, 'entry_price': 284.0328857421875}, 'AOS': {'quantity': -30.0, 'entry_price': 78.74264984130859}, 'APA': {'quantity': -92.0, 'entry_price': 26.22851230787194}, 'APD': {'quantity': -5.0, 'entry_price': 273.5709655761719}, 'APH': {'quantity': -58.0, 'entry_price': 41.12123259182634}, 'APO': {'quantity': -35.0, 'entry_price': 65.86080932617188}, 'APTV': {'quantity': 11.0, 'entry_price': 169.6590909090909}, 'ARE': {'quantity': -10.0, 'entry_price': 183.12982482910155}, 'ATO': {'quantity': -25.0, 'entry_price': 96.8378173828125}, 'AWK': {'quantity': -13.0, 'entry_price': 165.2481454702524}, 'AXP': {'quantity': -14.0, 'entry_price': 164.571900503976}, 'GOOG': {'quantity': -15.0, 'entry_price': 139.5107208251953}, 'GOOGL': {'quantity': -15.0, 'entry_price': 139.5491729736328}, 'LNT': {'quantity': -45.0, 'entry_price': 54.20581588745117}, 'MMM': {'quantity': -15.0, 'entry_price': 129.63916625976563}, 'MO': {'quantity': -65.0, 'entry_price': 36.84129028320312}, 'T': {'quantity': -156.0, 'entry_price': 15.79686716886667}}"
2022-01-10,1000507.0881282338,1119245.38506713,"{'A': {'quantity': -18.0, 'entry_price': 145.60650126139322}, 'AAPL': {'quantity': -12.0, 'entry_price': 172.25433858235678}, 'ABBV': {'quantity': -24.0, 'entry_price': 118.69985961914062}, 'ABNB': {'quantity': -16.0, 'entry_price': 164.57750129699707}, 'ABT': {'quantity': -18.0, 'entry_price': 127.29477437337239}, 'ACGL': {'quantity': -66.0, 'entry_price': 42.826883951822914}, 'ACN': {'quantity': -6.0, 'entry_price': 367.82410685221356}, 'ADI': {'quantity': -18.0, 'entry_price': 162.4108149210612}, 'ADM': {'quantity': -44.0, 'entry_price': 62.58576835285533}, 'ADSK': {'quantity': -6.0, 'entry_price': 269.1750030517578}, 'AEE': {'quantity': -36.0, 'entry_price': 79.26511001586914}, 'AEP': {'quantity': -36.0, 'entry_price': 78.48287709554036}, 'AES': {'quantity': -142.0, 'entry_price': 20.614013671875}, 'AFL': {'quantity': -51.0, 'entry_price': 55.985000236361635}, 'AIG': {'quantity': -52.0, 'entry_price': 54.78635479853703}, 'AIZ': {'quantity': -18.0, 'entry_price': 147.52989196777344}, 'AJG': {'quantity': -18.0, 'entry_price': 159.72141774495444}, 'AKAM': {'quantity': -24.0, 'entry_price': 114.16833368937175}, 'ALB': {'quantity': -12.0, 'entry_price': 225.38111114501953}, 'ALL': {'quantity': -24.0, 'entry_price': 111.86393610636394}, 'ALLE': {'quantity': -23.0, 'entry_price': 121.98727483334748}, 'AMAT': {'quantity': -18.0, 'entry_price': 150.01383209228516}, 'AMCR': {'quantity': -287.0, 'entry_price': 10.353241681221885}, 'AMD': {'quantity': -18.0, 'entry_price': 138.5066655476888}, 'AME': {'quantity': -18.0, 'entry_price': 140.18777211507162}, 'AMGN': {'quantity': -12.0, 'entry_price': 203.0665766398112}, 'AMP': {'quantity': -6.0, 'entry_price': 299.49753824869794}, 'AMT': {'quantity': -10.0, 'entry_price': 241.28167724609375}, 'AMZN': {'quantity': -16.0, 'entry_price': 164.42537212371826}, 'ANET': {'quantity': -88.0, 'entry_price': 33.62272683056918}, 'ANSS': {'quantity': -6.0, 'entry_price': 376.27833048502606}, 'AON': {'quantity': -6.0, 'entry_price': 282.6069844563802}, 'AOS': {'quantity': -36.0, 'entry_price': 78.59022903442383}, 'APA': {'quantity': -110.0, 'entry_price': 26.28701848116788}, 'APD': {'quantity': -6.0, 'entry_price': 272.97926330566406}, 'APH': {'quantity': -70.0, 'entry_price': 40.85873625619071}, 'APO': {'quantity': -42.0, 'entry_price': 65.50436210632324}, 'APTV': {'quantity': 14.0, 'entry_price': 168.67571585518974}, 'ARE': {'quantity': -12.0, 'entry_price': 182.35572052001953}, 'ATO': {'quantity': -30.0, 'entry_price': 96.74078369140625}, 'AWK': {'quantity': -16.0, 'entry_price': 163.9400758743286}, 'AXP': {'quantity': -17.0, 'entry_price': 164.91032499425552}, 'GOOG': {'quantity': -18.0, 'entry_price': 139.21812947591147}, 'GOOGL': {'quantity': -18.0, 'entry_price': 139.26477813720703}, 'LNT': {'quantity': -54.0, 'entry_price': 54.1560255686442}, 'MMM': {'quantity': -18.0, 'entry_price': 129.43743896484375}, 'MO': {'quantity': -78.0, 'entry_price': 37.044106801350914}, 'T': {'quantity': -186.0, 'entry_price': 15.905475324200046}}"
2022-01-11,998954.9967906778,1138945.1184213464,"{'A': {'quantity': -21.0, 'entry_price': 145.2381875174386}, 'AAPL': {'quantity': -14.0, 'entry_price': 172.1956830705915}, 'ABBV': {'quantity': -28.0, 'entry_price': 118.88488115583148}, 'ABNB': {'quantity': -18.0, 'entry_price': 165.02555677625867}, 'ABT': {'quantity': -21.0, 'entry_price': 127.25621468680245}, 'ACGL': {'quantity': -77.0, 'entry_price': 43.00778089250837}, 'ACN': {'quantity': -7.0, 'entry_price': 366.0252380371094}, 'ADI': {'quantity': -21.0, 'entry_price': 162.49149649483817}, 'ADM': {'quantity': -51.0, 'entry_price': 62.76202429977118}, 'ADSK': {'quantity': -7.0, 'entry_price': 269.3828604561942}, 'AEE': {'quantity': -42.0, 'entry_price': 79.11839294433594}, 'AEP': {'quantity': -42.0, 'entry_price': 78.5123040335519}, 'AES': {'quantity': -166.0, 'entry_price': 20.585574965879143}, 'AFL': {'quantity': -59.0, 'entry_price': 56.297217870162704}, 'AIG': {'quantity': -60.0, 'entry_price': 55.09672101338705}, 'AIZ': {'quantity': -21.0, 'entry_price': 147.61005074637276}, 'AJG': {'quantity': -21.0, 'entry_price': 159.49607413155692}, 'AKAM': {'quantity': -28.0, 'entry_price': 114.06142861502511}, 'ALB': {'quantity': -14.0, 'entry_price': 226.06006513323103}, 'ALL': {'quantity': -28.0, 'entry_price': 112.09546988351005}, 'ALLE': {'quantity': -27.0, 'entry_price': 121.88922853823061}, 'AMAT': {'quantity': -21.0, 'entry_price': 149.68917628696985}, 'AMCR': {'quantity': -335.0, 'entry_price': 10.360671151573978}, 'AMD': {'quantity': -21.0, 'entry_price': 138.33571297781808}, 'AME': {'quantity': -21.0, 'entry_price': 140.06053815569197}, 'AMGN': {'quantity': -14.0, 'entry_price': 203.74321637834822}, 'AMP': {'quantity': -7.0, 'entry_price': 300.8914489746094}, 'AMT': {'quantity': -12.0, 'entry_price': 240.0087636311849}, 'AMZN': {'quantity': -19.0, 'entry_price': 164.5732606586657}, 'ANET': {'quantity': -103.0, 'entry_price': 33.574999355575414}, 'ANSS': {'quantity': -7.0, 'entry_price': 375.2871398925781}, 'AON': {'quantity': -7.0, 'entry_price': 282.38392857142856}, 'AOS': {'quantity': -42.0, 'entry_price': 78.59000396728516}, 'APA': {'quantity': -127.0, 'entry_price': 26.639133948979417}, 'APD': {'quantity': -7.0, 'entry_price': 272.8755667550223}, 'APH': {'quantity': -82.0, 'entry_price': 40.721866840269506}, 'APO': {'quantity': -49.0, 'entry_price': 65.54675783429828}, 'APTV': {'quantity': 17.0, 'entry_price': 167.09176545984604}, 'ARE': {'quantity': -14.0, 'entry_price': 181.90094212123327}, 'ATO': {'quantity': -35.0, 'entry_price': 96.60477883475167}, 'AWK': {'quantity': -19.0, 'entry_price': 162.79228451377466}, 'AXP': {'quantity': -19.0, 'entry_price': 165.241993151213}, 'GOOG': {'quantity': -21.0, 'entry_price': 139.21413094656808}, 'GOOGL': {'quantity': -21.0, 'entry_price': 139.2130868094308}, 'LNT': {'quantity': -63.0, 'entry_price': 54.01503699166434}, 'MMM': {'quantity': -21.0, 'entry_price': 129.45570809500558}, 'MO': {'quantity': -91.0, 'entry_price': 37.074945722307476}, 'T': {'quantity': -216.0, 'entry_price': 15.973540425300598}}"
2022-01-12,998304.8366675493,1157742.5453696367,"{'A': {'quantity': -24.0, 'entry_price': 145.3118629455566}, 'AAPL': {'quantity': -16.0, 'entry_price': 172.2068977355957}, 'ABBV': {'quantity': -32.0, 'entry_price': 119.05868434906006}, 'ABNB': {'quantity': -20.0, 'entry_price': 165.47700042724608}, 'ABT': {'quantity': -24.0, 'entry_price': 126.99562072753906}, 'ACGL': {'quantity': -88.0, 'entry_price': 43.15534019470215}, 'ACN': {'quantity': -8.0, 'entry_price': 365.03807830810547}, 'ADI': {'quantity': -24.0, 'entry_price': 162.56608390808105}, 'ADM': {'quantity': -58.0, 'entry_price': 62.88917416539685}, 'ADSK': {'quantity': -8.0, 'entry_price': 269.4100036621094}, 'AEE': {'quantity': -48.0, 'entry_price': 79.09156513214111}, 'AEP': {'quantity': -48.0, 'entry_price': 78.59135055541992}, 'AES': {'quantity': -190.0, 'entry_price': 20.5742655703896}, 'AFL': {'quantity': -67.0, 'entry_price': 56.5480865364644}, 'AIG': {'quantity': -68.0, 'entry_price': 55.29054765140309}, 'AIZ': {'quantity': -24.0, 'entry_price': 147.62432479858398}, 'AJG': {'quantity': -24.0, 'entry_price': 159.56609344482422}, 'AKAM': {'quantity': -32.0, 'entry_price': 114.06750011444092}, 'ALB': {'quantity': -16.0, 'entry_price': 226.6770839691162}, 'ALL': {'quantity': -32.0, 'entry_price': 112.26568412780762}, 'ALLE': {'quantity': -31.0, 'entry_price': 121.81280665243825}, 'AMAT': {'quantity': -24.0, 'entry_price': 150.30577278137204}, 'AMCR': {'quantity': -382.0, 'entry_price': 10.36930818957184}, 'AMD': {'quantity': -24.0, 'entry_price': 138.2274990081787}, 'AME': {'quantity': -24.0, 'entry_price': 140.0908966064453}, 'AMGN': {'quantity': -16.0, 'entry_price': 204.18139457702637}, 'AMP': {'quantity': -8.0, 'entry_price': 302.19417572021484}, 'AMT': {'quantity': -14.0, 'entry_price': 238.95859854561942}, 'AMZN': {'quantity': -22.0, 'entry_price': 164.65967975963247}, 'ANET': {'quantity': -118.0, 'entry_price': 33.535274958206436}, 'ANSS': {'quantity': -8.0, 'entry_price': 374.6449966430664}, 'AON': {'quantity': -8.0, 'entry_price': 282.21663665771484}, 'AOS': {'quantity': -48.0, 'entry_price': 78.62269878387451}, 'APA': {'quantity': -111.0, 'entry_price': 26.226048082918734}, 'APD': {'quantity': -8.0, 'entry_price': 273.05056381225586}, 'APH': {'quantity': -94.0, 'entry_price': 40.63659956100139}, 'APO': {'quantity': -56.0, 'entry_price': 65.59953165054323}, 'APTV': {'quantity': 20.0, 'entry_price': 165.99649963378906}, 'ARE': {'quantity': -16.0, 'entry_price': 181.7047882080078}, 'ATO': {'quantity': -40.0, 'entry_price': 96.4524278640747}, 'AWK': {'quantity': -22.0, 'entry_price': 162.06796472722834}, 'AXP': {'quantity': -21.0, 'entry_price': 165.42743646530877}, 'GOOG': {'quantity': -24.0, 'entry_price': 139.41373825073242}, 'GOOGL': {'quantity': -24.0, 'entry_price': 139.38486862182614}, 'LNT': {'quantity': -72.0, 'entry_price': 53.945971965789795}, 'MMM': {'quantity': -24.0, 'entry_price': 129.50922393798828}, 'MO': {'quantity': -104.0, 'entry_price': 37.09901714324951}, 'T': {'quantity': -246.0, 'entry_price': 16.033353817172166}}"
